jxn_ID	chr	start	end	strand	gencodeID	inGencode	inGencodeStart	inGencodeEnd	Class	isFusion	logFC	t	P.Value	adj.P.Val
chrX:74340620-74340842(+)	chrX	74,340,620	74,340,842	+	ENSMUSG00000031398.13	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.332364046	-6.284462227	0.000000014992	0.000027590
chr11:50383060-50383178(+)	chr11	50,383,060	50,383,178	+	ENSMUSG00000007850.16	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.149915780	-6.277712539	0.000000015438	0.000028117
chr11:5987130-5988100(-)	chr11	5,987,130	5,988,100	-	ENSMUSG00000057897.14	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.195645503	6.258390268	0.000000016788	0.000030265
chr11:5981113-5982500(-)	chr11	5,981,113	5,982,500	-	ENSMUSG00000057897.14	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.137394350	6.252632451	0.000000017213	0.000030717
chr3:95625175-95626748(+)	chr3	95,625,175	95,626,748	+	ENSMUSG00000038619.12	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.155688959	6.247470060	0.000000017602	0.000030790
chr9:70408028-70409279(-)	chr9	70,408,028	70,409,279	-	ENSMUSG00000032218.7	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.442319864	-6.248919787	0.000000017492	0.000030790
chrX:151924760-151927630(+)	chrX	151,924,760	151,927,630	+	ENSMUSG00000025261.18	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.188663870	-6.239849326	0.000000018193	0.000031512
chr1:82745555-82747082(+)	chr1	82,745,555	82,747,082	+	ENSMUSG00000026150.14	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.383253374	6.231974717	0.000000018825	0.000031674
chr11:98761022-98761720(+)	chr11	98,761,022	98,761,720	+	ENSMUSG00000058756.13	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.145010734	6.232638826	0.000000018771	0.000031674
chrX:74338600-74338689(+)	chrX	74,338,600	74,338,689	+	ENSMUSG00000031398.13	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.329293714	-6.234625425	0.000000018610	0.000031674
chr5:138278996-138279648(-)	chr5	138,278,996	138,279,648	-	ENSMUSG00000106247.1	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.258122362	-6.218792514	0.000000019931	0.000033219
chr4:129716185-129719082(-)	chr4	129,716,185	129,719,082	-	ENSMUSG00000028790.13	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.147887761	-6.216478604	0.000000020131	0.000033239
chr2:25060262-25060478(+)	chr2	25,060,262	25,060,478	+	ENSMUSG00000006476.19	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.180496413	6.209134229	0.000000020782	0.000033995
chr10:81532523-81533251(-)	chr10	81,532,523	81,533,251	-	ENSMUSG00000034781.5	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.179654416	6.195046477	0.000000022087	0.000035800
chr19:30056493-30071242(+)	chr19	30,056,493	30,071,242	+	ENSMUSG00000024817.13	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.588748586	-6.168991112	0.000000024719	0.000039702
chrX:151923605-151924661(+)	chrX	151,923,605	151,924,661	+	ENSMUSG00000025261.18	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.211390754	-6.165802327	0.000000025062	0.000039889
chr1:135268195-135271528(-)	chr1	135,268,195	135,271,528	-	ENSMUSG00000041926.15	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.365358872	-6.160704416	0.000000025620	0.000040413
chrX:74333149-74333546(+)	chrX	74,333,149	74,333,546	+	ENSMUSG00000031398.13	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.379615236	-6.158517649	0.000000025863	0.000040435
chr9:65893533-65901557(+)	chr9	65,893,533	65,901,557	+	ENSMUSG00000040204.6	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.354810643	-6.153978253	0.000000026374	0.000040873
chr2:25060883-25061058(+)	chr2	25,060,883	25,061,058	+	ENSMUSG00000006476.19	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.171767592	6.151203989	0.000000026692	0.000041006
chr7:59993704-59995405(-)	chr7	59,993,704	59,995,405	-	ENSMUSG00000000948.16	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.433948796	6.146186417	0.000000027276	0.000041187
chr9:72739134-72739454(+)	chr9	72,739,134	72,739,454	+	ENSMUSG00000032216.15	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.213487379	-6.147973387	0.000000027066	0.000041187
chr4:44345022-44347123(+)	chr4	44,345,022	44,347,123	+	ENSMUSG00000035683.13	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.618303938	-6.140833406	0.000000027913	0.000041791
chr9:57445488-57446071(-)	chr9	57,445,488	57,446,071	-	ENSMUSG00000040722.7	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.125802825	6.132530730	0.000000028930	0.000042950
chr10:69993761-69994371(+)	chr10	69,993,761	69,994,371	+	ENSMUSG00000069601.14	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.306801325	-6.120104038	0.000000030521	0.000044935
chr11:98763786-98764277(+)	chr11	98,763,786	98,764,277	+	ENSMUSG00000058756.13	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.140425407	6.107249323	0.000000032258	0.000046551
chr13:73499356-73501355(+)	chr13	73,499,356	73,501,355	+	ENSMUSG00000021608.15	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.151622984	6.106163037	0.000000032409	0.000046551
chr19:37398206-37402204(+)	chr19	37,398,206	37,402,204	+	ENSMUSG00000012443.4	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.374256461	-6.106426750	0.000000032372	0.000046551
chrX:151917406-151917550(+)	chrX	151,917,406	151,917,550	+	ENSMUSG00000025261.18	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.247542078	-6.103326537	0.000000032807	0.000046742
chr11:5972647-5972812(-)	chr11	5,972,647	5,972,812	-	ENSMUSG00000057897.14	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.575084638	6.096021143	0.000000033855	0.000047469
chr4:126752080-126752516(-)	chr4	126,752,080	126,752,516	-	NA	FALSE	FALSE	FALSE	Novel	FALSE	0.500828708	6.097191969	0.000000033685	0.000047469
chr11:118310699-118317418(-)	chr11	118,310,699	118,317,418	-	ENSMUSG00000017466.9	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.190807081	6.091237471	0.000000034558	0.000048074
chr16:3937909-3940767(+)	chr16	3,937,909	3,940,767	+	ENSMUSG00000014232.14	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.671670891	6.089023108	0.000000034889	0.000048155
chr5:31069685-31070294(+)	chr5	31,069,685	31,070,294	+	ENSMUSG00000013629.16	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.442298822	-6.081940067	0.000000035968	0.000049259
chr11:98994405-98995243(-)	chr11	98,994,405	98,995,243	-	ENSMUSG00000020914.17	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.333099360	-6.074420498	0.000000037149	0.000050485
chr11:50231784-50232023(+)	chr11	50,231,784	50,232,023	+	ENSMUSG00000036620.14	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.152523333	6.072052973	0.000000037529	0.000050612
chr3:95626873-95628540(+)	chr3	95,626,873	95,628,540	+	ENSMUSG00000038619.12	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.143248573	6.069193809	0.000000037993	0.000050850
chr16:73002072-73004574(+)	chr16	73,002,072	73,004,574	+	NA	FALSE	FALSE	FALSE	Novel	FALSE	-0.453053043	-6.067304568	0.000000038302	0.000050878
chr11:115424574-115427432(+)	chr11	115,424,574	115,427,432	+	ENSMUSG00000016940.18	FALSE	FALSE	TRUE	AltStartEnd	FALSE	0.200042944	6.063439105	0.000000038943	0.000051344
chrX:74338367-74338458(+)	chrX	74,338,367	74,338,458	+	ENSMUSG00000031398.13	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.360449423	-6.061146203	0.000000039328	0.000051468
chr3:88817096-88821135(-)	chr3	88,817,096	88,821,135	-	NA	FALSE	FALSE	FALSE	Novel	FALSE	-0.754853745	-6.055429383	0.000000040305	0.000052359
chr19:37418016-37420258(+)	chr19	37,418,016	37,420,258	+	ENSMUSG00000012443.4	FALSE	FALSE	TRUE	AltStartEnd	FALSE	-0.398261366	-6.052837507	0.000000040756	0.000052558
